"","argomento","nome","cognome","genere","dataNascita","gruppo_parlamentare","background","inizioIncarico","fineIncarico","data_intervento","intervento","discussione","gruppo"
"42","Per richiami al Regolamento e sull'ordine dei lavori (disciplina degli interventi sul processo verbale; irritualità della chiusura anticipata della discussione nella seduta del 29 gennaio; stigmatizzazione del comportamento di un gruppo parlamentare; impossibilità per alcuni deputati di partecipare alle sedute delle Commissioni; incidenti verificatisi nel corso della seduta del 29 gennaio; riforma del Regolamento; solidarietà agli assistenti parlamentari; espressioni di solidarietà alla Presidente della Camera e al Presidente della Repubblica; adozione di atteggiamenti e di un linguaggio irrispettosi nei confronti delle donne).","ROCCO","BUTTIGLIONE","male",1948-06-06,"PER L'ITALIA (10.12.2013-16.12.2014)","Laurea in giurisprudenza; Professore ordinario di filosofia della politica",2013-12-10,2014-12-16,2014-01-30,"<http://dati.camera.it/ocd/intervento.rdf/in17_261033>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib62801_17>","Centro"
"43","Per richiami al Regolamento e sull'ordine dei lavori (disciplina degli interventi sul processo verbale; irritualità della chiusura anticipata della discussione nella seduta del 29 gennaio; stigmatizzazione del comportamento di un gruppo parlamentare; impossibilità per alcuni deputati di partecipare alle sedute delle Commissioni; incidenti verificatisi nel corso della seduta del 29 gennaio; riforma del Regolamento; solidarietà agli assistenti parlamentari; espressioni di solidarietà alla Presidente della Camera e al Presidente della Repubblica; adozione di atteggiamenti e di un linguaggio irrispettosi nei confronti delle donne).","ROCCO","BUTTIGLIONE","male",1948-06-06,"PER L'ITALIA (10.12.2013-16.12.2014)","Laurea in giurisprudenza; Professore ordinario di filosofia della politica",2013-12-10,2014-12-16,2014-01-30,"<http://dati.camera.it/ocd/intervento.rdf/in17_261034>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib62801_17>","Centro"
"44","Sull'ordine dei lavori per interventi su argomenti non iscritti all'ordine del giorno, e per la risposta a strumenti del sindacato ispettivo (strage di volontari dei giovani socialisti della SGDF a Suruc, in Turchia; morte dell'infettivologo Mauro Moroni; problemi relativi all'attuazione dell'""opzione donna""; rischio attentati e situazione dei Vigili del fuoco; morte sul lavoro di Abdullah Mohammed e sfruttamento dei migranti).","ILARIA","CAPUA","female",1966-04-21,"SCELTA CIVICA PER L'ITALIA (19.03.2013-28.09.2016)","Laurea in medicina veterinaria; Dirigente sanitario",2013-03-19,2016-09-28,2015-07-23,"<http://dati.camera.it/ocd/intervento.rdf/in17_347793>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib81057_17>","Centro"
"45","Esame e rinvio - Modifica all'articolo 4 della legge 2 luglio 2004, n. 165, recante disposizioni volte a garantire l'equilibrio nella rappresentanza tra donne e uomini nei consigli regionali. C. 1278","ELENA","CENTEMERO","female",1968-12-08,"IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE (19.03.2013-22.03.2018)","Laurea in lettere classiche, Corso di perfezionamento in economia del turismo, Master in dirigenza per le scuole;  Dirigente scolastico; Presidente Commissione Equality and Non Discrimination del Consiglio d'Europa",2013-03-19,2018-03-22,2015-10-01,"<http://dati.camera.it/ocd/intervento.rdf/in17_354817>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib82761_17>","Destra"
"46","Seguito dell'esame e rinvio - Modifica all'articolo 4 della legge 2 luglio 2004, n. 165, recante disposizioni volte a garantire l'equilibrio nella rappresentanza tra donne e uomini nei consigli regionali. Testo base C. 3297, approvata dal Senato, C. 1278","ELENA","CENTEMERO","female",1968-12-08,"IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE (19.03.2013-22.03.2018)","Laurea in lettere classiche, Corso di perfezionamento in economia del turismo, Master in dirigenza per le scuole;  Dirigente scolastico; Presidente Commissione Equality and Non Discrimination del Consiglio d'Europa",2013-03-19,2018-03-22,2015-12-17,"<http://dati.camera.it/ocd/intervento.rdf/in17_369093>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib86168_17>","Destra"
"47","Iniziative volte a promuovere la formazione e la sensibilizzazione degli studenti in ordine al contrasto della violenza contro le donne, nell'ambito dell'offerta formativa scolastica  n. 2-01888","ELENA","CENTEMERO","female",1968-12-08,"IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE (19.03.2013-22.03.2018)","Laurea in lettere classiche, Corso di perfezionamento in economia del turismo, Master in dirigenza per le scuole;  Dirigente scolastico; Presidente Commissione Equality and Non Discrimination del Consiglio d'Europa",2013-03-19,2018-03-22,2017-09-26,"<http://dati.camera.it/ocd/intervento.rdf/in17_451412>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib107257_17>","Destra"
"48","Iniziative volte a promuovere la formazione e la sensibilizzazione degli studenti in ordine al contrasto della violenza contro le donne, nell'ambito dell'offerta formativa scolastica  n. 2-01888","ELENA","CENTEMERO","female",1968-12-08,"IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE (19.03.2013-22.03.2018)","Laurea in lettere classiche, Corso di perfezionamento in economia del turismo, Master in dirigenza per le scuole;  Dirigente scolastico; Presidente Commissione Equality and Non Discrimination del Consiglio d'Europa",2013-03-19,2018-03-22,2017-09-26,"<http://dati.camera.it/ocd/intervento.rdf/in17_451411>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib107257_17>","Destra"
"49","Per richiami al Regolamento e sull'ordine dei lavori (disciplina degli interventi sul processo verbale; irritualità della chiusura anticipata della discussione nella seduta del 29 gennaio; stigmatizzazione del comportamento di un gruppo parlamentare; impossibilità per alcuni deputati di partecipare alle sedute delle Commissioni; incidenti verificatisi nel corso della seduta del 29 gennaio; riforma del Regolamento; solidarietà agli assistenti parlamentari; espressioni di solidarietà alla Presidente della Camera e al Presidente della Repubblica; adozione di atteggiamenti e di un linguaggio irrispettosi nei confronti delle donne).","ANGELO","CERA","male",1952-04-10,"PER L'ITALIA (10.12.2013-16.12.2014)","Diploma di liceo classico; Dirigente di azienda bancaria",2013-12-10,2014-12-16,2014-01-30,"<http://dati.camera.it/ocd/intervento.rdf/in17_261045>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib62801_17>","Centro"
"50","Sull'ordine dei lavori, per interventi su argomenti non iscritti all'ordine del giorno (anniversario della morte dello studente Vito Scafidi; concerto neonazista in provincia di Milano; opacità nelle associazioni di volontariato ambientale; mancata attuazione del piano antiviolenza sulle donne; morte di un elettricista dell'ILVA per malattia professionale; ferimento di un'attivista italiana di Greenpeace; crescita dei reati contro la persona nel ragusano; proposta di legge sulla registrazione degli atti di stato civile; esondazione del fiume Seveso e posizione di un gruppo politico; finanziamenti pubblici delle diverse fonti energetiche) e per la risposta a strumenti del sindacato ispettivo","SILVIA","CHIMIENTI","female",1985-12-22,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea in lettere classiche; Insegnante di scuola secondaria superiore",2013-03-19,2018-03-22,2014-11-17,"<http://dati.camera.it/ocd/intervento.rdf/in17_305874>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib72469_17>","Movimento 5 Stelle"
"51","Discussione e conclusione - Approvazione della risoluzione n. 8-00083 - 7-00338 Spadoni: Sul rispetto dei diritti dell'infanzia e delle donne in Iraq in riferimento alla questione delle spose bambine","FABRIZIO","CICCHITTO","male",1940-10-26,"NUOVO CENTRODESTRA (18.11.2013-22.03.2018)","Laurea in giurisprudenza",2013-11-18,2018-03-22,2014-10-22,"<http://dati.camera.it/ocd/intervento.rdf/in17_301686>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib71464_17>","Destra"
"52","Svolgimento e conclusione - Indagine conoscitiva sulla tutela dei diritti delle minoranze per il mantenimento della pace e della sicurezza a livello internazionale.
Audizione di Isabella Peretti, co-autrice dell'introduzione del volume ""Stupri di guerra e violenze di genere"" e curatrice della collana ""Sessismorazzismo"", Vittoria Tola, responsabile nazionale dell'Unione Donne Italiane, Chiara Valentini, giornalista e saggista, e Simona La Rocca, curatrice del libro ""Stupri di guerra e violenze di genere"" ed esperta di diritti umani e di diritti dell'ambiente","ELEONORA","CIMBRO","female",1978-02-26,"PARTITO DEMOCRATICO (19.03.2013-28.02.2017)","Laurea in lettere classiche, Scuola di specializzazione per l'insegnamento presso Università di Milano; Insegnante di scuola secondaria inferiore",2013-03-19,2017-02-28,2016-02-25,"<http://dati.camera.it/ocd/intervento.rdf/in17_379324>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib88411_17>","Sinistra"
"53","Interventi di fine seduta su argomenti non iscritti all'ordine del giorno (inadempienze del Governo rispetto alla ""opzione donna""; aggressione a Ostia da parte di un esponente della famiglia Spada ai danni di due operatori televisivi RAI; norme sulla conservazione dei dati di traffico telefonico; errato invio di una interpellanza non ancora discussa ad un soggetto esterno; anniversario dell'uccisione di Gabriele Sandri), e per la risposta a strumenti del sindacato ispettivo.","ELEONORA","CIMBRO","female",1978-02-26,"ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA (28.02.2017-22.03.2018)","Laurea in lettere classiche, Scuola di specializzazione per l'insegnamento presso Università di Milano; Insegnante di scuola secondaria inferiore",2017-02-28,2018-03-22,2017-11-08,"<http://dati.camera.it/ocd/intervento.rdf/in17_457260>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib108921_17>","Sinistra"
"54","Esame e rinvio - Adozione del testo base - Ratifica ed esecuzione della Convenzione del Consiglio d'Europa sulla prevenzione e la lotta contro la violenza nei confronti delle donne e la violenza domestica, fatta a Istanbul l'11 maggio 2011. C. 118","EDMONDO","CIRIELLI","male",1964-05-22,"FRATELLI D'ITALIA (03.04.2013-22.03.2018)","Laurea in giurisprudenza, Laurea in scienze politiche, Laurea in scienza della sicurezza interna ed esterna; Ufficiale dei Carabinieri, ha frequentato la Scuola Militare Nunziatella e l'Accademia Militare di Modena",2013-04-03,2018-03-22,2013-05-20,"<http://dati.camera.it/ocd/intervento.rdf/in17_214771>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib54342_17>","Destra"
"55","Seguito dell'esame e conclusione - Abbinamento della proposta di legge n. 968 - Ratifica ed esecuzione della Convenzione del Consiglio d'Europa sulla prevenzione e la lotta contro la violenza nei confronti delle donne e la violenza domestica, fatta a Istanbul l'11 maggio 2011. Testo unificato C. 118","EDMONDO","CIRIELLI","male",1964-05-22,"FRATELLI D'ITALIA (03.04.2013-22.03.2018)","Laurea in giurisprudenza, Laurea in scienze politiche, Laurea in scienza della sicurezza interna ed esterna; Ufficiale dei Carabinieri, ha frequentato la Scuola Militare Nunziatella e l'Accademia Militare di Modena",2013-04-03,2018-03-22,2013-05-21,"<http://dati.camera.it/ocd/intervento.rdf/in17_214975>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib54382_17>","Destra"
"56","Seguito della discussione ed approvazione del testo unificato - Proposte di legge di ratifica: Convenzione del Consiglio d'Europa sulla prevenzione e la lotta contro la violenza nei confronti delle donne e la violenza domestica (A.C. 118","EDMONDO","CIRIELLI","male",1964-05-22,"FRATELLI D'ITALIA (03.04.2013-22.03.2018)","Laurea in giurisprudenza, Laurea in scienze politiche, Laurea in scienza della sicurezza interna ed esterna; Ufficiale dei Carabinieri, ha frequentato la Scuola Militare Nunziatella e l'Accademia Militare di Modena",2013-04-03,2018-03-22,2013-05-28,"<http://dati.camera.it/ocd/intervento.rdf/in17_215627>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib54528_17>","Destra"
"57","Seguito della discussione - Mozioni Speranza ed altri n.1-00039, Binetti ed altri n.1-00036, Locatelli ed altri n.1-00040, Brunetta ed altri n.1-00041, Migliore ed altri n.1-00043, Mucci ed altri n.1-00042, Rondini ed altri n.1-00063 e Giorgia Meloni ed altri n.1-00065: Iniziative volte al contrasto di ogni forma di violenza nei confronti delle donne","EDMONDO","CIRIELLI","male",1964-05-22,"FRATELLI D'ITALIA (03.04.2013-22.03.2018)","Laurea in giurisprudenza, Laurea in scienze politiche, Laurea in scienza della sicurezza interna ed esterna; Ufficiale dei Carabinieri, ha frequentato la Scuola Militare Nunziatella e l'Accademia Militare di Modena",2013-04-03,2018-03-22,2013-06-04,"<http://dati.camera.it/ocd/intervento.rdf/in17_216787>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib54746_17>","Destra"
"58","Svolgimento e rinvio - Indagine conoscitiva sull'attuazione della legislazione in materia di violenza contro le donne
Audizione del procuratore aggiunto presso la Procura di Roma, Maria Monteleone","EDMONDO","CIRIELLI","male",1964-05-22,"FRATELLI D'ITALIA (03.04.2013-22.03.2018)","Laurea in giurisprudenza, Laurea in scienze politiche, Laurea in scienza della sicurezza interna ed esterna; Ufficiale dei Carabinieri, ha frequentato la Scuola Militare Nunziatella e l'Accademia Militare di Modena",2013-04-03,2018-03-22,2013-06-25,"<http://dati.camera.it/ocd/intervento.rdf/in17_220744>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib55605_17>","Destra"
"59","Sull'ordine dei lavori, per interventi su argomenti non iscritti all'ordine del giorno (decessi a seguito di vaccinazioni e richiesta di un'informativa del Ministro della salute a tale riguardo; mancata adozione del piano antiviolenza sulle donne; rilevanza del fenomeno della mancata risposta alle interrogazioni; competenze per il riordino della sanità; vertenza dei lavoratori della società Milano 90; incardinamento di una proposta di legge; tragica scomparsa del bambino Andrea Stival in Sicilia) e per la risposta a strumenti del sindacato ispettivo.","ANDREA","COLLETTI","male",1981-03-22,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea in giurisprudenza, Master in business administration; Avvocato civilista",2013-03-19,2018-03-22,2014-11-30,"<http://dati.camera.it/ocd/intervento.rdf/in17_309164>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib72948_17>","Movimento 5 Stelle"
"60","Per un richiamo al Regolamento circa la presunta parzialità della Presidente della Camera nella conduzione della seduta, in difesa della stessa dai reiterati attacchi da parte di un gruppo parlamentare, su presunte anomalie nelle votazioni in Comitato dei nove, e sull'ordine dei lavori (omicidio di una donna a Udine; insulti ad esponenti di un partito da parte di un membro del Comitato dei saggi per le riforme costituzionali; compleanno di Lucia Annibaldi, vittima di violenza; sugli effetti negativi del decreto svuota-carceri e sugli uomini vittime di stalking; sentenza sul lodo Mondadori; contenuto degli interventi sull'ordine dei lavori).","ANDREA","COLLETTI","male",1981-03-22,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea in giurisprudenza, Master in business administration; Avvocato civilista",2013-03-19,2018-03-22,2013-09-18,"<http://dati.camera.it/ocd/intervento.rdf/in17_234428>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib57966_17>","Movimento 5 Stelle"
"61","Interventi di fine seduta su argomenti non iscritti all'ordine del giorno (incidenza tumorale nei distretti di Brescia Ovest e del Monte Orfano; indagine su deputati M5S a Palermo; uso di contrassegni istituzionali nella campagna referendaria; manifestazione nazionale contro la violenza sulle donne; alluvione in Piemonte e Liguria; scioglimento del Corpo forestale dello Stato; morte di Fidel Castro)","CLAUDIO","COMINARDI","male",1981-12-09,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Diploma di istituto professionale per il commercio; Metalmeccanico",2013-03-19,2018-03-22,2016-11-28,"<http://dati.camera.it/ocd/intervento.rdf/in17_414657>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib97605_17>","Movimento 5 Stelle"
